Temp	E	M	C	Chi	N_tot	lnZ	S
0.1	18.971322644092595	-3.448894165169529e-10	-1027.1297946698514	1860.727644421748	1.0000000000072884	55.55278210226382	165.2660085426067
0.2	-0.09795308526537477	-1.8599247009105867e-10	-6.872128705636614	19.192288892798473	0.9999999999550515	41.81378348157	1.3240180570410587
0.30000000000000004	-0.2552245616404414	-1.1263427834414982e-10	-0.044586859883892174	1.0904530607165503	1.000000010354423	28.1268472528291	0.6094317712430168
0.4	-0.24920716796805825	-8.258050089485758e-11	0.09241630384248503	0.363293503924176	1.0000006389786162	21.24895798856674	0.6259272890742729
0.5	-0.2405944174433494	-6.01353112411439e-11	0.08576127613157607	0.276979072254403	1.0000056445857042	17.126392354519066	0.6451132062611009
0.6	-0.23332408495216583	-5.4494754855311806e-11	0.08722696893327572	0.24538099665503965	1.000021837485247	14.380665621787259	0.6581676470636886
0.7000000000000001	-0.22684041114606357	-4.2993131876260634e-11	0.10419056336689422	0.22368931501963993	1.0000543975645764	12.421022795957725	0.6677719507253332
0.8	-0.2204545445112984	-3.886729611399211e-11	0.13458733191125447	0.20596483061292215	1.0001035643707643	10.952376421503697	0.6757725971569304
0.9	-0.2136052692172804	-3.544664315113502e-11	0.17502362208933403	0.19081204562792192	1.0001647664830156	9.810948579141774	0.6832559112735463
1.0	-0.20585839906547862	-2.3145112464678113e-11	0.22225795173996213	0.1776311183710704	1.0002307190105033	8.89855638143339	0.6908522302838858
1.1	-0.19688100279973614	-3.134502935393199e-11	0.2736222622055384	0.1660439620890215	1.0002937183096683	8.152763620156971	0.6989174844505328
1.2000000000000002	-0.18641880580639164	-2.2556355472560174e-11	0.3270570320562536	0.1557730165042193	1.0003472379331622	7.531968186319144	0.7076375952594036
1.3000000000000003	-0.17428061020787738	-2.023118717144174e-11	0.3810127167362444	0.14660325241343844	1.0003866779795199	7.007378469979795	0.7170907514843838
1.4000000000000001	-0.16032834674315163	-2.1675231487541623e-11	0.4343309013645	0.13836424429798982	1.0004094859554051	6.558431972167524	0.7272860904629583
1.5000000000000002	-0.14447051161333127	-2.5783577530781582e-11	0.48614522967543344	0.1309190854966134	1.0004149049554218	6.170048556646791	0.7381887224756554
1.6	-0.12665720928826524	-1.4554422133963016e-11	0.5358090131030102	0.12415663608736494	1.0004035666051347	5.830915015749293	0.749736426918453
1.7000000000000002	-0.10687572657512788	-1.769877822480385e-11	0.5828449085374969	0.11798582695116547	1.000377063168869	5.532375897933487	0.7618510556240281
1.8000000000000003	-0.08514613416018696	-1.5009850686787408e-11	0.6269099842762323	0.11233138147416795	1.000337563238452	5.26769459138004	0.7744464580090389
