Temp	E	M	C	Chi	N_tot	lnZ	S
0.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0.2	-0.12707412570645374	-1.961520221316004e-9	0.1235901999513335	0.4413947097192533	0.9999999997546425	81.2538236470445	0.618453038140828
0.30000000000000004	-0.1182549533926893	-1.2935467649661885e-9	0.06525763891083815	0.47719781584136917	0.9999999999335261	54.3824901412478	0.6549736334841185
0.4	-0.11305086850143699	-7.881111861320107e-10	0.041407741938062605	0.40766496445940825	0.9999999999846265	40.95273577398311	0.6701086033444597
0.5	-0.10962267708413914	-6.052806254476299e-10	0.02834747909416269	0.3530553466010524	1.0000000001533587	32.89705776497908	0.6778124059033246
0.6	-0.10720978544850583	-3.9120644922471374e-10	0.020526105215395052	0.3106802490191499	0.9999999999616942	27.52758288436613	0.6822332429734388
0.7000000000000001	-0.10542518799513464	-4.2694594658105833e-10	0.015514606530195717	0.2770977748396134	1.0000000017457946	23.692744389362325	0.6849940808939721
0.8	-0.10405368653387749	-3.300486709166209e-10	0.012146856424142562	0.2499183444173796	1.0000000128788913	20.816897619330778	0.6868302535856046
0.9	-0.10296566623474948	-3.371078725743184e-10	0.009853206578848138	0.2275108819277966	1.000000060818103	18.58029873961843	0.6881135848135465
1.0	-0.10207545090928045	-2.316823882693607e-10	0.008396808115923388	0.2087408490715017	1.0000002081243315	16.79112934890298	0.6890505680043972
1.1	-0.10131857203763069	-2.498457750202067e-10	0.007755420827579164	0.19280037298976552	1.000000553875902	15.327337897110606	0.6897675025178227
1.2000000000000002	-0.10063804633486227	-2.2208244238848953e-10	0.008052118470212463	0.17910091001025255	1.00000123792356	14.107565337026648	0.6903504594334624
1.3000000000000003	-0.09997572967149841	-1.9811939042790087e-10	0.009501406863693053	0.16720459389285647	1.000002400485779	13.075491947932798	0.6908656883605211
1.4000000000000001	-0.09926707502664359	-1.9614572662310824e-10	0.01236244179692711	0.15677942090016062	1.0000041826170847	12.190893686288145	0.6913694027881494
