E	Esq	M	Msq	N_tot
0.0	0.0	0.0	0.0	0.0
-3.2360679774997836	10.47213595499954	-0.5	0.25	1.0
-0.6180339887498936	0.3819660112501036	-0.5	0.25	1.0
-0.6180339887498936	0.3819660112501036	-0.5	0.25	1.0
1.2360679774997907	1.527864045000423	-0.5	0.25	1.0
1.618033988749895	2.618033988749895	-0.5	0.25	1.0
1.6180339887498956	2.618033988749897	-0.5	0.25	1.0
-3.854101966249695	14.854101966249765	-1.0	1.0	2.0
-3.8541019662496865	14.854101966249699	-1.0	1.0	2.0
-2.0	4.0	-1.0	1.0	2.0
-1.6180339887498905	2.6180339887498807	-1.0	1.0	2.0
-1.6180339887498902	2.61803398874988	-1.0	1.0	2.0
-1.2360679774997871	1.5278640450004144	-1.0	1.0	2.0
0.6180339887498943	0.38196601125010454	-1.0	1.0	2.0
0.618033988749897	0.3819660112501078	-1.0	1.0	2.0
0.9999999999999984	0.9999999999999969	-1.0	1.0	2.0
0.9999999999999993	0.9999999999999987	-1.0	1.0	2.0
1.0	1.0	-1.0	1.0	2.0
1.0000000000000016	1.000000000000003	-1.0	1.0	2.0
2.8541019662496843	8.145898033750314	-1.0	1.0	2.0
2.854101966249685	8.145898033750319	-1.0	1.0	2.0
3.2360679774997894	10.472135954999578	-1.0	1.0	2.0
-4.472135954999578	19.999999999999986	-1.5	2.25	3.0
-2.618033988749892	6.854101966249669	-1.5	2.25	3.0
-2.618033988749888	6.854101966249647	-1.5	2.25	3.0
-2.236067977499793	5.000000000000014	-1.5	2.25	3.0
-2.236067977499789	4.9999999999999964	-1.5	2.25	3.0
-2.236067977499787	4.9999999999999885	-1.5	2.25	3.0
-2.236067977499783	4.999999999999971	-1.5	2.25	3.0
-0.38196601125010865	0.14589803375031812	-1.5	2.25	3.0
-0.38196601125010604	0.14589803375031613	-1.5	2.25	3.0
-3.025904511048772e-15	9.156098109985309e-30	-1.5	2.25	3.0
1.4127831924121058e-16	1.9959563487621412e-32	-1.5	2.25	3.0
0.38196601125010377	0.1458980337503144	-1.5	2.25	3.0
0.3819660112501052	0.1458980337503155	-1.5	2.25	3.0
2.2360679774997894	4.999999999999998	-1.5	2.25	3.0
2.2360679774997902	5.000000000000003	-1.5	2.25	3.0
2.236067977499791	5.000000000000006	-1.5	2.25	3.0
2.2360679774997942	5.00000000000002	-1.5	2.25	3.0
2.6180339887498945	6.854101966249683	-1.5	2.25	3.0
2.6180339887498962	6.854101966249692	-1.5	2.25	3.0
4.47213595499958	20.000000000000004	-1.5	2.25	3.0
-3.23606797749979	10.47213595499958	-2.0	4.0	4.0
-2.854101966249685	8.145898033750319	-2.0	4.0	4.0
-2.8541019662496847	8.145898033750317	-2.0	4.0	4.0
-1.0000000000000036	1.000000000000007	-2.0	4.0	4.0
-1.0000000000000004	1.0000000000000009	-2.0	4.0	4.0
-0.9999999999999994	0.9999999999999989	-2.0	4.0	4.0
-0.9999999999999983	0.9999999999999967	-2.0	4.0	4.0
-0.6180339887498988	0.38196601125011004	-2.0	4.0	4.0
-0.6180339887498982	0.3819660112501093	-2.0	4.0	4.0
1.2360679774997863	1.5278640450004122	-2.0	4.0	4.0
1.6180339887498936	2.618033988749891	-2.0	4.0	4.0
1.6180339887498945	2.6180339887498936	-2.0	4.0	4.0
1.9999999999999956	3.9999999999999822	-2.0	4.0	4.0
3.8541019662496767	14.854101966249624	-2.0	4.0	4.0
3.8541019662496776	14.854101966249631	-2.0	4.0	4.0
-1.6180339887498953	2.6180339887498967	-2.5	6.25	5.0
-1.6180339887498942	2.6180339887498927	-2.5	6.25	5.0
-1.23606797749979	1.5278640450004215	-2.5	6.25	5.0
0.6180339887498941	0.38196601125010426	-2.5	6.25	5.0
0.6180339887498977	0.38196601125010865	-2.5	6.25	5.0
3.236067977499791	10.472135954999588	-2.5	6.25	5.0
0.0	0.0	-3.0	9.0	6.0
-3.2360679774997836	10.47213595499954	0.5	0.25	1.0
-0.6180339887498936	0.3819660112501036	0.5	0.25	1.0
-0.6180339887498936	0.3819660112501036	0.5	0.25	1.0
1.2360679774997907	1.527864045000423	0.5	0.25	1.0
1.618033988749895	2.618033988749895	0.5	0.25	1.0
1.6180339887498956	2.618033988749897	0.5	0.25	1.0
-5.240070471085426	27.458338541941437	0.0	0.0	2.0
-3.854101966249686	14.854101966249695	0.0	0.0	2.0
-3.854101966249683	14.854101966249672	0.0	0.0	2.0
-2.782234095190968	7.740826560443104	0.0	0.0	2.0
-2.7822340951909643	7.740826560443084	0.0	0.0	2.0
-1.9999999999999964	3.999999999999986	0.0	0.0	2.0
-1.6180339887499002	2.618033988749912	0.0	0.0	2.0
-1.6180339887498958	2.618033988749898	0.0	0.0	2.0
-1.2360679774997907	1.527864045000423	0.0	0.0	2.0
-1.1661043134824753	1.359799269922435	0.0	0.0	2.0
-0.9266338506005474	0.8586502930787976	0.0	0.0	2.0
-0.9266338506005446	0.8586502930787924	0.0	0.0	2.0
-0.1420940648826855	0.020190723274884838	0.0	0.0	2.0
-0.14209406488268306	0.020190723274884144	0.0	0.0	2.0
0.44353680176906174	0.19672489452352798	0.0	0.0	2.0
0.618033988749889	0.38196601125009794	0.0	0.0	2.0
0.6180339887498967	0.38196601125010743	0.0	0.0	2.0
