 # mu, T, log(Z), <E>, <E^2>-<E>^2, <N>,  <N^2>-<N>^2, <E N>-<E><N>, <Sz>, <Sz^2>-<Sz>^2, Doub. Occ., <SzSz>_nn,  Entropy
    0.57000000E+01    0.57268760E-01          Infinity               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN
    0.57000000E+01    0.62038507E-01          Infinity               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN
    0.57000000E+01    0.67205513E-01          Infinity               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN
    0.57000000E+01    0.72802863E-01    0.67306380E+03    0.79292499E+01    0.37250147E+00    0.99867404E+01    0.13083754E-01    0.69812016E-01   -0.26941688+291    0.33148875E-02    0.49867404E+01   -0.59370219E-09    0.79683700E-01
    0.57000000E+01    0.78866400E-01    0.62132343E+03    0.78967048E+01    0.54049145E+00    0.99806410E+01    0.18984246E-01    0.10129572E+00   -0.13311191+269    0.48397326E-02    0.49806410E+01   -0.25637377E-08    0.10895258E+00
    0.57000000E+01    0.85434951E-01    0.57356353E+03    0.78538783E+01    0.75832566E+00    0.99726147E+01    0.26635490E-01    0.14212099E+00   -0.34118646+248    0.68462784E-02    0.49726147E+01   -0.98683381E-08    0.14451498E+00
    0.57000000E+01    0.92550578E-01    0.52947857E+03    0.77993327E+01    0.10304624E+01    0.99623921E+01    0.36194127E-01    0.19312349E+00   -0.33488471+229    0.94018350E-02    0.49623921E+01   -0.34143091E-07    0.18633621E+00
    0.57000000E+01    0.10025884E+00    0.48878647E+03    0.77319878E+01    0.13582653E+01    0.99497706E+01    0.47708178E-01    0.25455912E+00   -0.95106642+211    0.12556897E-01    0.49497707E+01   -0.10700353E-06    0.23401358E+00
    0.57000000E+01    0.10860911E+00    0.45122680E+03    0.76512621E+01    0.17392899E+01    0.99346413E+01    0.61092097E-01    0.32597053E+00   -0.60336466+195    0.16338405E-01    0.49346414E+01   -0.30593914E-06    0.28678717E+00
    0.57000000E+01    0.11765484E+00    0.41655908E+03    0.75571695E+01    0.21670603E+01    0.99170064E+01    0.76119130E-01    0.40614586E+00   -0.67341487+180    0.20745037E-01    0.49170067E+01   -0.80334862E-06    0.34359626E+00
    0.57000000E+01    0.12745397E+00    0.38456122E+03    0.74503507E+01    0.26314538E+01    0.98969857E+01    0.92435190E-01    0.49319171E+00   -0.10606562+167    0.25745437E-01    0.48969864E+01   -0.19494153E-05    0.40317486E+00
    0.57000000E+01    0.13806924E+00    0.35502812E+03    0.73320294E+01    0.31196763E+01    0.98748075E+01    0.10959368E+00    0.58471724E+00   -0.19234170+154    0.31279769E-01    0.48748090E+01   -0.43970570E-05    0.46417309E+00
    0.57000000E+01    0.14956862E+00    0.32777033E+03    0.72039007E+01    0.36176638E+01    0.98507877E+01    0.12710559E+00    0.67809915E+00   -0.33280865+142    0.37264388E-01    0.48507909E+01   -0.92692190E-05    0.52528672E+00
    0.57000000E+01    0.16202575E+00    0.30261288E+03    0.70679662E+01    0.41116491E+01    0.98252982E+01    0.14449577E+00    0.77077804E+00   -0.46198775+131    0.43598877E-01    0.48253047E+01   -0.18355302E-04    0.58537739E+00
    0.57000000E+01    0.17552040E+00    0.27939419E+03    0.69263440E+01    0.45896060E+01    0.97987305E+01    0.16135520E+00    0.86053279E+00   -0.43840016+121    0.50174409E-01    0.47987427E+01   -0.34307097E-04    0.64357002E+00
    0.57000000E+01    0.19013898E+00    0.25796501E+03    0.67810790E+01    0.50423404E+01    0.97714587E+01    0.17738147E+00    0.94568974E+00   -0.24533583+112    0.56882371E-01    0.47714803E+01   -0.60790027E-04    0.69932008E+00
    0.57000000E+01    0.20597510E+00    0.23818757E+03    0.66339767E+01    0.54641081E+01    0.97438068E+01    0.19240294E+00    0.10252439E+01   -0.70647524+103    0.63622449E-01    0.47438433E+01   -0.10253804E-03    0.75244967E+00
    0.57000000E+01    0.22313016E+00    0.21993468E+03    0.64864754E+01    0.58527500E+01    0.97160223E+01    0.20638668E+00    0.10988906E+01   -0.92310501E+95    0.70309724E-01    0.47160815E+01   -0.16526416E-03    0.80315637E+00
    0.57000000E+01    0.24171402E+00    0.20308896E+03    0.63395620E+01    0.62094281E+01    0.96882578E+01    0.21943277E+00    0.11669832E+01   -0.48733767E+88    0.76880623E-01    0.46883499E+01   -0.25539445E-03    0.85200055E+00
    0.57000000E+01    0.26184567E+00    0.18754211E+03    0.61937302E+01    0.65380863E+01    0.96605598E+01    0.23175940E+00    0.12304395E+01   -0.93402509E+81    0.83297825E-01    0.46606978E+01   -0.37961922E-03    0.89987731E+00
    0.57000000E+01    0.28365403E+00    0.17319424E+03    0.60489760E+01    0.68447632E+01    0.96328636E+01    0.24368293E+00    0.12906202E+01   -0.58882921E+75    0.89554199E-01    0.46330636E+01   -0.54428778E-03    0.94797692E+00
    0.57000000E+01    0.30727874E+00    0.15995324E+03    0.59048232E+01    0.71368598E+01    0.96049948E+01    0.25559611E+00    0.13491969E+01   -0.11148934E+70    0.95675772E-01    0.46052756E+01   -0.75470699E-03    0.99773602E+00
    0.57000000E+01    0.33287108E+00    0.14773420E+03    0.57603716E+01    0.74224281E+01    0.95766739E+01    0.26794629E+00    0.14080231E+01   -0.58305477E+64    0.10172355E+00    0.45770571E+01   -0.10144341E-02    0.10507798E+01
    0.57000000E+01    0.36059494E+00    0.13645887E+03    0.56143648E+01    0.77095223E+01    0.95475254E+01    0.28121441E+00    0.14690108E+01   -0.77966725E+59    0.10779380E+00    0.45480352E+01   -0.13246748E-02    0.11088555E+01
    0.57000000E+01    0.39062784E+00    0.12605514E+03    0.54652710E+01    0.80056319E+01    0.95170907E+01    0.29589488E+00    0.15340196E+01   -0.24829996E+55    0.11401647E+00    0.45177531E+01   -0.16839012E-02    0.11737568E+01
    0.57000000E+01    0.42316208E+00    0.11645661E+03    0.53113750E+01    0.83172122E+01    0.94848439E+01    0.31247649E+00    0.16047566E+01   -0.17639895E+51    0.12055122E+00    0.44856868E+01   -0.20877884E-02    0.12472428E+01
    0.57000000E+01    0.45840601E+00    0.10760208E+03    0.51508773E+01    0.86493239E+01    0.94502109E+01    0.33142447E+00    0.16826916E+01   -0.26320392E+47    0.12758106E+00    0.44512638E+01   -0.25295241E-02    0.13309526E+01
    0.57000000E+01    0.49658530E+00    0.99435206E+02    0.49819966E+01    0.90053924E+01    0.94125909E+01    0.35316381E+00    0.17689890E+01   -0.78026155E+43    0.13530365E+00    0.44138851E+01   -0.30004826E-02    0.14263217E+01
    0.57000000E+01    0.53794444E+00    0.91904054E+02    0.48030711E+01    0.93870881E+01    0.93713804E+01    0.37806380E+00    0.18644563E+01   -0.43659896E+40    0.14392075E+00    0.43729493E+01   -0.34911800E-02    0.15345030E+01
    0.57000000E+01    0.58274825E+00    0.84960768E+02    0.46126556E+01    0.97943172E+01    0.93259985E+01    0.40642305E+00    0.19695094E+01   -0.43980743E+37    0.15362658E+00    0.43278788E+01   -0.39923539E-02    0.16562955E+01
    0.57000000E+01    0.63128365E+00    0.78561215E+02    0.44096096E+01    0.10225303E+02    0.92759134E+01    0.43845419E+00    0.20841499E+01   -0.76342479E+34    0.16459598E+00    0.42781461E+01   -0.44959705E-02    0.17920848E+01
    0.57000000E+01    0.68386141E+00    0.72664668E+02    0.41931749E+01    0.10676729E+02    0.92206699E+01    0.47426726E+00    0.22079524E+01   -0.21927183E+32    0.17697338E+00    0.42233021E+01   -0.49959509E-02    0.19417954E+01
    0.57000000E+01    0.74081822E+00    0.67233505E+02    0.39630380E+01    0.11143935E+02    0.91599164E+01    0.51385240E+00    0.23400605E+01   -0.10036399E+30    0.19086336E+00    0.41630029E+01   -0.54884519E-02    0.21048613E+01
    0.57000000E+01    0.80251880E+00    0.62232933E+02    0.37193752E+01    0.11621138E+02    0.90934312E+01    0.55706297E+00    0.24791948E+01   -0.70693988E+27    0.20632358E+00    0.40970364E+01   -0.59716124E-02    0.22802156E+01
    0.57000000E+01    0.86935824E+00    0.57630735E+02    0.34628748E+01    0.12101706E+02    0.90211446E+01    0.60360254E+00    0.26236763E+01   -0.74181479E+25    0.22336045E+00    0.40253445E+01   -0.64447858E-02    0.24663077E+01
    0.57000000E+01    0.94176453E+00    0.53397034E+02    0.31947344E+01    0.12578460E+02    0.89431560E+01    0.65301955E+00    0.27714738E+01   -0.11251183E+24    0.24192789E+00    0.39480404E+01   -0.69073933E-02    0.26611510E+01
    0.57000000E+01    0.10202013E+01    0.49504080E+02    0.29166305E+01    0.13044027E+02    0.88597419E+01    0.70471410E+00    0.29202737E+01   -0.23981637E+22    0.26192902E+00    0.38654181E+01   -0.73576348E-02    0.28624062E+01
    0.57000000E+01    0.11051709E+01    0.45926071E+02    0.26306622E+01    0.13491214E+02    0.87713526E+01    0.75796053E+00    0.30675740E+01   -0.69978777E+20    0.28322042E+00    0.37779508E+01   -0.77913515E-02    0.30674993E+01
    0.57000000E+01    0.11972174E+01    0.42638984E+02    0.23392710E+01    0.13913392E+02    0.86785945E+01    0.81194775E+00    0.32107933E+01   -0.27281728E+19    0.30561859E+00    0.36862780E+01   -0.82013298E-02    0.32737696E+01
    0.57000000E+01    0.12969301E+01    0.39620440E+02    0.20451451E+01    0.14304847E+02    0.85821994E+01    0.86583643E+00    0.33473834E+01   -0.13891134E+18    0.32890776E+00    0.35911791E+01   -0.85772530E-02    0.34786368E+01
    0.57000000E+01    0.14049476E+01    0.36849591E+02    0.17511149E+01    0.14661077E+02    0.84829788E+01    0.91882855E+00    0.34749333E+01   -0.90446815E+16    0.35284848E+00    0.34935363E+01   -0.89063648E-02    0.36797675E+01
    0.57000000E+01    0.15219616E+01    0.34307029E+02    0.14600502E+01    0.14979002E+02    0.83817707E+01    0.97024096E+00    0.35912534E+01   -0.73844331E+15    0.37718641E+00    0.33942886E+01   -0.91747368E-02    0.38752209E+01
    0.57000000E+01    0.16487213E+01    0.31974706E+02    0.11747653E+01    0.15257079E+02    0.82793822E+01    0.10195720E+01    0.36944305E+01   -0.74234216E+14    0.40166074E+00    0.32943817E+01   -0.93688915E-02    0.40635523E+01
    0.57000000E+01    0.17860384E+01    0.29835872E+02    0.89793933E+00    0.15495309E+02    0.81765363E+01    0.10665497E+01    0.37828543E+01   -0.90351546E+13    0.42601208E+00    0.31947203E+01   -0.94774563E-02    0.42438594E+01
    0.57000000E+01    0.19347923E+01    0.27875015E+02    0.63205289E+00    0.15695145E+02    0.80738297E+01    0.11111533E+01    0.38552170E+01   -0.13108459E+13    0.44998934E+00    0.30961264E+01   -0.94925424E-02    0.44157652E+01
    0.57000000E+01    0.20959355E+01    0.26077807E+02    0.37934150E+00    0.15859323E+02    0.79717072E+01    0.11536030E+01    0.39104970E+01   -0.22347193E+12    0.47335578E+00    0.29993093E+01   -0.94106337E-02    0.45793448E+01
    0.57000000E+01    0.22704998E+01    0.24431039E+02    0.14176303E+00    0.15991625E+02    0.78704547E+01    0.11943219E+01    0.39479358E+01   -0.44179581E+11    0.49589398E+00    0.29048487E+01   -0.92328976E-02    0.47350109E+01
    0.57000000E+01    0.24596031E+01    0.22922561E+02   -0.79024633E-01    0.16096593E+02    0.77702107E+01    0.12338752E+01    0.39670209E+01   -0.10006663E+11    0.51740990E+00    0.28131908E+01   -0.89649512E-02    0.48833797E+01
    0.57000000E+01    0.26644562E+01    0.21541205E+02   -0.28167937E+00    0.16179230E+02    0.76709924E+01    0.12728976E+01    0.39674793E+01   -0.25680559E+10    0.53773603E+00    0.27246559E+01   -0.86162003E-02    0.50251383E+01
    0.57000000E+01    0.28863710E+01    0.20276715E+02   -0.46518618E+00    0.16244689E+02    0.75727319E+01    0.13120201E+01    0.39492858E+01   -0.73917562E+09    0.55673373E+00    0.26394528E+01   -0.81989086E-02    0.51609322E+01
    0.57000000E+01    0.31267684E+01    0.19119670E+02   -0.62886514E+00    0.16297984E+02    0.74753154E+01    0.13518044E+01    0.39126806E+01   -0.23641030E+09    0.57429484E+00    0.25576994E+01   -0.77271529E-02    0.52912829E+01
    0.57000000E+01    0.33871877E+01    0.18061404E+02   -0.77237481E+00    0.16343739E+02    0.73786223E+01    0.13926920E+01    0.38581908E+01   -0.83299329E+08    0.59034249E+00    0.24794427E+01   -0.72157935E-02    0.54165420E+01
    0.57000000E+01    0.36692967E+01    0.17093940E+02   -0.89570965E+00    0.16385975E+02    0.72825570E+01    0.14349719E+01    0.37866468E+01   -0.32081499E+08    0.60483105E+00    0.24046787E+01   -0.66795544E-02    0.55368793E+01
    0.57000000E+01    0.39749016E+01    0.16209919E+02   -0.99918910E+00    0.16427977E+02    0.71870731E+01    0.14787672E+01    0.36991850E+01   -0.13407846E+08    0.61774528E+00    0.23333689E+01   -0.61322709E-02    0.56522976E+01
    0.57000000E+01    0.43059595E+01    0.15402543E+02   -0.10834370E+01    0.16472208E+02    0.70921881E+01    0.15240388E+01    0.35972321E+01   -0.60402212E+07    0.62909857E+00    0.22654534E+01   -0.55863305E-02    0.57626683E+01
    0.57000000E+01    0.46645903E+01    0.14665523E+02   -0.11493511E+01    0.16520303E+02    0.69979877E+01    0.15706041E+01    0.34824691E+01   -0.29151220E+07    0.63893036E+00    0.22008598E+01   -0.50523097E-02    0.58677768E+01
    0.57000000E+01    0.50530903E+01    0.13993036E+02   -0.11980632E+01    0.16573121E+02    0.69046230E+01    0.16181642E+01    0.33567772E+01   -0.14986280E+07    0.64730280E+00    0.21395096E+01   -0.45387928E-02    0.59673699E+01
    0.57000000E+01    0.54739474E+01    0.13379686E+02   -0.12308924E+01    0.16630840E+02    0.68123007E+01    0.16663380E+01    0.32221696E+01   -0.81634425E+06    0.65429690E+00    0.20813212E+01   -0.40523437E-02    0.60612002E+01
    0.57000000E+01    0.59298564E+01    0.12820475E+02   -0.12492942E+01    0.16693087E+02    0.67212690E+01    0.17146965E+01    0.30807175E+01   -0.46889575E+06    0.66000831E+00    0.20262114E+01   -0.35976019E-02    0.61490614E+01
    0.57000000E+01    0.64237368E+01    0.12310777E+02   -0.12548082E+01    0.16759081E+02    0.66318022E+01    0.17627955E+01    0.29344757E+01   -0.28271165E+06    0.66454309E+00    0.19740953E+01   -0.31774649E-02    0.62308140E+01
    0.57000000E+01    0.69587510E+01    0.11846311E+02   -0.12490087E+01    0.16827782E+02    0.65441845E+01    0.18102037E+01    0.27854150E+01   -0.17818292E+06    0.66801354E+00    0.19248861E+01   -0.27933256E-02    0.63064000E+01
    0.57000000E+01    0.75383249E+01    0.11423127E+02   -0.12334595E+01    0.16898020E+02    0.64586956E+01    0.18565244E+01    0.26353662E+01   -0.11694296E+06    0.67053444E+00    0.18784942E+01   -0.24453352E-02    0.63758483E+01
    0.57000000E+01    0.81661699E+01    0.11037582E+02   -0.12096750E+01    0.16968605E+02    0.63755977E+01    0.19014112E+01    0.24859777E+01   -0.79639793E+05    0.67221975E+00    0.18348268E+01   -0.21326681E-02    0.64392720E+01
    0.57000000E+01    0.88463063E+01    0.10686327E+02   -0.11790901E+01    0.17038415E+02    0.62951266E+01    0.19445770E+01    0.23386883E+01   -0.56094516E+05    0.67317989E+00    0.17937874E+01   -0.18537712E-02    0.64968598E+01
    0.57000000E+01    0.95830892E+01    0.10366286E+02   -0.11430368E+01    0.17106457E+02    0.62174840E+01    0.19857978E+01    0.21947141E+01   -0.40742455E+05    0.67351959E+00    0.17552760E+01   -0.16065867E-02    0.65488643E+01
    0.57000000E+01    0.10381237E+02    0.10074642E+02   -0.11027292E+01    0.17171900E+02    0.61428342E+01    0.20249118E+01    0.20550472E+01   -0.30431369E+05    0.67333643E+00    0.17191891E+01   -0.13887412E-02    0.65955877E+01
    0.57000000E+01    0.11245859E+02    0.98088175E+01   -0.10592549E+01    0.17234090E+02    0.60713022E+01    0.20618154E+01    0.19204652E+01   -0.23316094E+05    0.67271974E+00    0.16854207E+01   -0.11977006E-02    0.66373678E+01
    0.57000000E+01    0.12182494E+02    0.95664620E+01   -0.10135732E+01    0.17292552E+02    0.60029738E+01    0.20964573E+01    0.17915466E+01   -0.18283402E+05    0.67175019E+00    0.16538630E+01   -0.10308906E-02    0.66745645E+01
    0.57000000E+01    0.13197138E+02    0.93454330E+01   -0.96651619E+00    0.17346976E+02    0.59378980E+01    0.21288308E+01    0.16686920E+01   -0.14642647E+05    0.67049955E+00    0.16244068E+01   -0.88578652E-03    0.67075478E+01
    0.57000000E+01    0.14296289E+02    0.91437813E+01   -0.91879533E+00    0.17397200E+02    0.58760896E+01    0.21589660E+01    0.15521465E+01   -0.11954156E+05    0.66903095E+00    0.15969430E+01   -0.75997696E-03    0.67366877E+01
