Temp	E	M	C	Chi	N_tot	lnZ	S
0.1	NaN	NaN	NaN	NaN	NaN	Inf	NaN
0.2	-0.12508966235579796	4.20442244753241e-12	0.06056094396033684	0.9032789095575872	0.9999999999997868	81.25245420119455	0.6270058894326098
0.30000000000000004	-0.11809512929207797	2.9944568669827478e-12	0.06200616257102034	0.507521621793517	1.0000000000001013	54.38241282592254	0.6554290616102136
0.4	-0.11302250958303901	1.884462437335604e-12	0.04099124209047717	0.4123844710082032	1.0000000000001972	40.952724022794996	0.6701677488295132
0.5	-0.10961460849368673	1.5493078489261715e-12	0.028262163974994755	0.35417093946165035	1.000000000002058	32.89705418667742	0.6778249696241971
0.6	-0.10720642251985536	1.386879345126187e-12	0.020502439645129746	0.3110180776664602	1.0000000000839715	27.527581095815354	0.6822370560430215
0.7000000000000001	-0.1054232648321145	8.451982407892494e-13	0.015506057277202043	0.2772182790964265	1.0000000014551702	23.692743207143387	0.684995652693619
0.8	-0.10405232912383826	8.359979349575621e-13	0.012142327525859788	0.2499666216423466	1.0000000117859575	20.81689672674364	0.6868310796196901
0.9	-0.10296460750831142	7.88331965477964e-13	0.009849340522461884	0.22753198767604998	1.000000057865496	18.58029801934204	0.6881140933906558
1.0	-0.10207460121988357	7.946074774459658e-13	0.008392683718488945	0.2087507456401534	1.0000002009722553	16.791128744529072	0.6890509277531045
1.1	-0.10131788534451103	6.509270984872534e-13	0.007751189785452289	0.19280530667311252	1.000000543950922	15.327337373861514	0.6897677478985482
1.2000000000000002	-0.10063747433860899	6.2205083745594e-13	0.008048362811793608	0.17910351978078315	1.0000012229219104	14.107564876678337	0.6903506757706932
1.3000000000000003	-0.09997521257311981	6.546456055409233e-13	0.009498721650357006	0.1672060657584895	1.0000023858219738	13.075491537241684	0.6908658559149927
1.4000000000000001	-0.09926654799000546	4.131315206803167e-13	0.012361210944685782	0.1567803145835266	1.0000041661140315	12.190893319430355	0.6913696009914201
1.5000000000000002	-0.09843783705965341	4.464665651677295e-13	0.01689975873249509	0.14756992395201513	1.0000066600207913	11.424276167654638	0.6919132360597651
1.6	-0.09740559793370283	3.5559652183091394e-13	0.023352452777227486	0.13937424331521145	1.0000099123706256	10.75352264736399	0.6925450249491689
1.7000000000000002	-0.09607722075245169	4.3190254298669865e-13	0.031910005503921104	0.1320340308327334	1.0000139121769487	10.161722186527554	0.6933105303018898
1.8000000000000003	-0.09435269331531154	4.897656485059227e-13	0.04270305669008526	0.12542134322608678	1.000018596403701	9.635724565898045	0.6942522126899764
1.9000000000000001	-0.0921269513483839	4.2460185675027705e-13	0.055797058030164506	0.11943224672945915	1.00002385924582	9.165150171832755	0.6954087511582809
2.0	-0.08929252432205265	2.9568494212153157e-13	0.07119309537581903	0.11398147357359358	1.0000295641219084	8.74169713844283	0.6968143633065385
2.1	-0.08574221636965385	2.631452667454405e-13	0.08883294883508203	0.10899844455747007	1.0000355561677252	8.358646419794225	0.6984982697688649
2.2	-0.08137163059494022	2.777732196790473e-13	0.10860684680191832	0.10442426679761624	1.0000416737083615	8.010501822647413	0.7004843635889024
2.3000000000000003	-0.07608140813029146	2.103606611483184e-13	0.13036263263896514	0.10020943826156799	1.0000477578591953	7.6927239339688676	0.7027910931525998
2.4000000000000004	-0.06977910706120888	3.2546407886793813e-13	0.1539153574230305	0.09631207185159049	1.0000536599535659	7.401530565841606	0.7054315382089973
2.5000000000000004	-0.06238068919177435	3.418626760579183e-13	0.1790565926276917	0.09269650644991995	1.0000592467451108	7.133745099928285	0.7084136450828682
2.6	-0.05381161466519951	2.0674524690274714e-13	0.20556299863344973	0.08933220971741894	1.0000644037174535	6.8866798408407	0.7117405815543716
2.7	-0.04400756671797364	3.659157469722986e-13	0.23320387937131812	0.08619290337671494	1.0000690366930396	6.658045305791269	0.715411174751786
2.8000000000000003	-0.032914842941488644	1.5133960748805195e-13	0.26174760050640966	0.08325585997236652	1.0000730721518778	6.445878968761308	0.7194203982714757
2.9000000000000004	-0.020490457060330494	2.9015569994747367e-13	0.2909668534896908	0.08050133310251835	1.0000764566477094	6.24848876450521	0.7237598805660106
3.0000000000000004	-0.006701998058752587	2.684375202135877e-13	0.3206428178590905	0.0779120924875454	1.0000791554413	6.064407908758274	0.7284184137184244
3.1	0.008472707092228415	1.8803400882285305e-13	0.35056831703618596	0.07547304210509632	1.000081150764371	5.892358479087672	0.7333824451722828
3.2	0.02504608366263028	2.4171783111377754e-13	0.3805500854042416	0.07317090464702608	1.0000824398267856	5.731221839294323	0.7386365413049667
3.3000000000000003	0.04302141305120122	1.7551114806453543e-13	0.4104102726513957	0.07099395932683043	1.0000830326843175	5.580014454709563	0.7441638153465702
3.4000000000000004	0.06239351584414718	2.5252420336098197e-13	0.43998730986670864	0.06893182289333642	1.000082950171482	5.437867987386967	0.7499463147694483
3.5000000000000004	0.08314948455689813	8.92989066732235e-14	0.46913625427437305	0.06697526585381361	1.000082221867085	5.304012814011385	0.7559653667781099
3.6	0.10526944144748468	1.010699340714316e-13	0.4977287184662499	0.06511605756077155	1.0000808842309497	5.1777642998310505	0.7622018814289087
3.7	0.1287273013334844	2.719770825022991e-13	0.5256524773410285	0.06334683508416963	1.000078978897399	5.058511306081414	0.7686366139125225
3.8000000000000003	0.1534915234468416	1.697507657328215e-13	0.5528108329555482	0.061660991785613545	1.0000765511501966	4.9457065184063485	0.7752503881546904
3.9000000000000004	0.17952583999356725	1.7021344255025543e-13	0.5791218050220743	0.060052582290197845	1.000073648604671	4.8388582684804025	0.7820242844595899
4.0	0.20678995217935808	1.0040396688277675e-13	0.604517203118874	0.058516241159288815	1.0000703200501215	4.737523586673738	0.7889397945180918
4.1	0.23524018713000328	1.7217373342260156e-13	0.6289416263799843	0.057047113062576406	1.000066614485585	4.641302274799605	0.7959789468387859
4.2	0.26483011131050344	6.641450530990658e-14	0.6523514272559492	0.055640792639382784	1.0000625803214014	4.549831828293711	0.8031244059527785
4.3	0.29551109786481455	1.8723263300138948e-13	0.6747136680951905	0.05429327254671572	1.0000582647470224	4.462783068944401	0.8103595484589259
4.3999999999999995	0.32723284672094805	1.784121618643826e-13	0.6960050926824431	0.053000898454010195	1.0000537131787712	4.37985637467437	0.8176685191881443
4.5	0.359943857469715	1.502647046728378e-13	0.7162111292860588	0.05176032994913379	1.00004896889252	4.300778413045503	0.825036269754257
4.6	0.39359185590996687	1.1330388550189633e-13	0.7353249372541393	0.05056850648938035	1.0000440727387692	4.225299301518541	0.8324485824075976
4.7	0.42812417578704975	1.5142971394547538e-13	0.7533465053625239	0.04942261766875924	1.0000390629217606	4.153190130594362	0.8398920814536983
4.8	0.46348809776168065	1.798381820087682e-13	0.7702818072505565	0.04832007719243968	1.0000339748816192	4.084240796694475	0.8473542341227613
4.9	0.4996311479905864	9.090233960510168e-14	0.7861420168606694	0.047258500039709224	1.0000288412492977	4.018258100320899	0.8548233427702505
5.0	0.5365013588551332	7.652199259663978e-14	0.8009427848719439	0.04623568237703536	1.0000236918255259	3.955064072218628	0.8622885301479717
5.1	0.5740474945750046	1.0612909810964621e-13	0.8147035758744354	0.04524958385018528	1.0000185536200674	3.8944944961019017	0.8697397189752203
5.2	0.6122192444071689	1.2137614979202818e-13	0.827447064735511	0.044298311938483347	1.0000134509229506	3.83639760141623	0.8771676071162227
5.3	0.650967386146133	1.7181933532138796e-13	0.8391985900628288	0.043380108098641824	1.0000084054000378	3.7806329035636197	0.8845636393646625
5.4	0.6902439225906545	7.032516391709394e-14	0.8499856619504713	0.04249333546864895	1.0000034362116081	3.7270701724663313	0.89191997676354
5.5	0.730002193528253	-8.046985244845512e-14	0.8598375209184549	0.041636467932328794	0.999998560146115	3.675588513064486	0.8992294641900154
5.6	0.7701969656426082	-5.910391175924914e-15	0.8687847447545972	0.04080808037163777	0.9999937917589303	3.6260755437458703	0.9064855968708208
5.7	0.8107845026703336	7.300283103721824e-14	0.8768588998026969	0.04000683996171079	0.9999891435113644	3.5784266606673105	0.9136824863670481
5.8	0.8517226179427045	6.258085765987908e-14	0.8840922333058137	0.039231498380294834	0.9999846259342005	3.5325443775842205	0.9208148263765472
5.9	0.8929707113485091	2.150600587535361e-15	0.8905174034341231	0.03848088482135619	0.9999802477662292	3.48833773224694	0.9278778588721677
6.0	0.9344897924902398	6.737065448031309e-14	0.896167243734572	0.037753899717527774	0.9999760161102393	3.445721751590301	0.9348673407113695
6.1	0.976242491817169	-2.0508649399363173e-13	0.9010745588596462	0.03704950908713347	0.9999719365596198	3.404616968992767	0.9417795111014966
